idiom,idiom_token
made the cut,<BERTRAM:IDmadethecutID>
in the wood - flesh,<BERTRAM:IDinthewoodfleshID>
treading the boards,<BERTRAM:IDtreadingtheboardsID>
rest is history,<BERTRAM:IDrestishistoryID>
hits home,<BERTRAM:IDhitshomeID>
make my move,<BERTRAM:IDmakemymoveID>
one of those trivial things,<BERTRAM:IDoneofthosetrivialthingsID>
under your belt,<BERTRAM:IDunderyourbeltID>
on a ball,<BERTRAM:IDonaballID>
plain sailing.’,<BERTRAM:IDplainsailing’ID>
picked our brains,<BERTRAM:IDpickedourbrainsID>
took my cakes,<BERTRAM:IDtookmycakesID>
all other things being equal,<BERTRAM:IDallotherthingsbeingequalID>
put down penetrating roots,<BERTRAM:IDputdownpenetratingrootsID>
blazed a new trail,<BERTRAM:IDblazedanewtrailID>
on the dot.’,<BERTRAM:IDonthedot’ID>
make ends meet.’,<BERTRAM:IDmakeendsmeet’ID>
looks the part,<BERTRAM:IDlooksthepartID>
under a heavy cloud,<BERTRAM:IDunderaheavycloudID>
stood you in good stead,<BERTRAM:IDstoodyouingoodsteadID>
biter bit,<BERTRAM:IDbiterbitID>
showing him the door,<BERTRAM:IDshowinghimthedoorID>
rises to the occasion,<BERTRAM:IDrisestotheoccasionID>
raise hell.’,<BERTRAM:IDraisehell’ID>
on Christmas wrapping paper,<BERTRAM:IDonchristmaswrappingpaperID>
fly their flag,<BERTRAM:IDflytheirflagID>
come very unstuck,<BERTRAM:IDcomeveryunstuckID>
say my uncle,<BERTRAM:IDsaymyuncleID>
beside yourself!’,<BERTRAM:IDbesideyourself’ID>
close calls,<BERTRAM:IDclosecallsID>
drop us a line,<BERTRAM:IDdropusalineID>
crossed swords,<BERTRAM:IDcrossedswordsID>
barking up the wrong tree,<BERTRAM:IDbarkingupthewrongtreeID>
jack - of - all - trades,<BERTRAM:IDjackofalltradesID>
town and gown’,<BERTRAM:IDtownandgown’ID>
on the highest shelf,<BERTRAM:IDonthehighestshelfID>
had it too easy,<BERTRAM:IDhadittooeasyID>
out of a box,<BERTRAM:IDoutofaboxID>
forbidden fruit,<BERTRAM:IDforbiddenfruitID>
go to seed.’,<BERTRAM:IDgotoseed’ID>
knock it off,<BERTRAM:IDknockitoffID>
threw a wobbly,<BERTRAM:IDthrewawobblyID>
breaks her heart,<BERTRAM:IDbreaksherheartID>
smell of the lamp,<BERTRAM:IDsmellofthelampID>
on Red Square,<BERTRAM:IDonredsquareID>
lift a finger,<BERTRAM:IDliftafingerID>
heard a great many things,<BERTRAM:IDheardagreatmanythingsID>
playing fields,<BERTRAM:IDplayingfieldsID>
putting paid to,<BERTRAM:IDputtingpaidtoID>
pointing a quivering finger,<BERTRAM:IDpointingaquiveringfingerID>
closest calls,<BERTRAM:IDclosestcallsID>
on board—,<BERTRAM:IDonboard—ID>
much of a muchness,<BERTRAM:IDmuchofamuchnessID>
to her letter,<BERTRAM:IDtoherletterID>
came to grief,<BERTRAM:IDcametogriefID>
"selling like hot cakes,’",<BERTRAM:IDsellinglikehotcakes’ID>
turn her head,<BERTRAM:IDturnherheadID>
falls in line,<BERTRAM:IDfallsinlineID>
hay was made,<BERTRAM:IDhaywasmadeID>
off the newcomers record,<BERTRAM:IDoffthenewcomersrecordID>
in my my wee red book,<BERTRAM:IDinmymyweeredbookID>
moment of truth,<BERTRAM:IDmomentoftruthID>
friends in high places,<BERTRAM:IDfriendsinhighplacesID>
get any pictures,<BERTRAM:IDgetanypicturesID>
six of the best,<BERTRAM:IDsixofthebestID>
under Tolkien 's influence,<BERTRAM:IDundertolkiensinfluenceID>
in living memory,<BERTRAM:IDinlivingmemoryID>
up a tree,<BERTRAM:IDupatreeID>
Sitting pretty,<BERTRAM:IDsittingprettyID>
smell a rat?’,<BERTRAM:IDsmellarat’ID>
took Thomson 's word for it,<BERTRAM:IDtookthomsonswordforitID>
coming up smelling of roses,<BERTRAM:IDcomingupsmellingofrosesID>
tired and emotional,<BERTRAM:IDtiredandemotionalID>
fallen in line,<BERTRAM:IDfalleninlineID>
caught Bob 's eye,<BERTRAM:IDcaughtbobseyeID>
separate the wheat from the chaff,<BERTRAM:IDseparatethewheatfromthechaffID>
Out of my sight,<BERTRAM:IDoutofmysightID>
stolen the show,<BERTRAM:IDstolentheshowID>
on Cecil Parkinson 's mind,<BERTRAM:IDoncecilparkinsonsmindID>
dug deep,<BERTRAM:IDdugdeepID>
brought up the rear,<BERTRAM:IDbroughtuptherearID>
pull off its legs,<BERTRAM:IDpulloffitslegsID>
hanging on to life by a thread,<BERTRAM:IDhangingontolifebyathreadID>
mutton dressed as lamb,<BERTRAM:IDmuttondressedaslambID>
reaching for a star,<BERTRAM:IDreachingforastarID>
toe the new line,<BERTRAM:IDtoethenewlineID>
in open - loop,<BERTRAM:IDinopenloopID>
in critical works,<BERTRAM:IDincriticalworksID>
by our ancient Books,<BERTRAM:IDbyourancientbooksID>
getting your feet wet,<BERTRAM:IDgettingyourfeetwetID>
rung its church bells,<BERTRAM:IDrungitschurchbellsID>
marriage of er convenience,<BERTRAM:IDmarriageoferconvenienceID>
holding my hand,<BERTRAM:IDholdingmyhandID>
holding your own,<BERTRAM:IDholdingyourownID>
In your dreams,<BERTRAM:IDinyourdreamsID>
with open arms.’,<BERTRAM:IDwithopenarms’ID>
putting the cart before the horse,<BERTRAM:IDputtingthecartbeforethehorseID>
marriage of convenience,<BERTRAM:IDmarriageofconvenienceID>
in my running,<BERTRAM:IDinmyrunningID>
watering holes,<BERTRAM:IDwateringholesID>
dropped Lewis first ball,<BERTRAM:IDdroppedlewisfirstballID>
taking the plunge,<BERTRAM:IDtakingtheplungeID>
tread the boards,<BERTRAM:IDtreadtheboardsID>
in the curry soup,<BERTRAM:IDinthecurrysoupID>
on sport 's roll,<BERTRAM:IDonsportsrollID>
on a peaceful level,<BERTRAM:IDonapeacefullevelID>
on the wagon,<BERTRAM:IDonthewagonID>
does my head in,<BERTRAM:IDdoesmyheadinID>
reach out for the stars,<BERTRAM:IDreachoutforthestarsID>
in bright red,<BERTRAM:IDinbrightredID>
done us the honour,<BERTRAM:IDdoneusthehonourID>
hold the centre - line,<BERTRAM:IDholdthecentrelineID>
played a game,<BERTRAM:IDplayedagameID>
struck a different chord,<BERTRAM:IDstruckadifferentchordID>
keep a low profile,<BERTRAM:IDkeepalowprofileID>
win this day,<BERTRAM:IDwinthisdayID>
had a mi metal cow,<BERTRAM:IDhadamimetalcowID>
liberties you can not take,<BERTRAM:IDlibertiesyoucannottakeID>
make any great splash,<BERTRAM:IDmakeanygreatsplashID>
down the winding road,<BERTRAM:IDdownthewindingroadID>
out of woods,<BERTRAM:IDoutofwoodsID>
tell us these tales,<BERTRAM:IDtellusthesetalesID>
joined a laughter club,<BERTRAM:IDjoinedalaughterclubID>
in stocking stitch,<BERTRAM:IDinstockingstitchID>
in its pipeline,<BERTRAM:IDinitspipelineID>
man and the boy,<BERTRAM:IDmanandtheboyID>
acts of God’,<BERTRAM:IDactsofgod’ID>
in the centre hole,<BERTRAM:IDinthecentreholeID>
to Mr Kenyon 's letter,<BERTRAM:IDtomrkenyonsletterID>
take the wind out of the Congress 's sails,<BERTRAM:IDtakethewindoutofthecongressssailsID>
seeing eye to eye,<BERTRAM:IDseeingeyetoeyeID>
I 'll eat my hat,<BERTRAM:IDilleatmyhatID>
come up trumps,<BERTRAM:IDcomeuptrumpsID>
whooped it up,<BERTRAM:IDwhoopeditupID>
upset the apple cart,<BERTRAM:IDupsettheapplecartID>
serves me right,<BERTRAM:IDservesmerightID>
head is turned,<BERTRAM:IDheadisturnedID>
in this fog,<BERTRAM:IDinthisfogID>
broke non - League Woking 's hearts,<BERTRAM:IDbrokenonleaguewokingsheartsID>
confirmed bachelor.’,<BERTRAM:IDconfirmedbachelor’ID>
on your own rope,<BERTRAM:IDonyourownropeID>
on a consultation paper,<BERTRAM:IDonaconsultationpaperID>
swimming against the tide,<BERTRAM:IDswimmingagainstthetideID>
on buttons,<BERTRAM:IDonbuttonsID>
on run,<BERTRAM:IDonrunID>
whole shooting match.’,<BERTRAM:IDwholeshootingmatch’ID>
second nature.’,<BERTRAM:IDsecondnature’ID>
save your bacon,<BERTRAM:IDsaveyourbaconID>
caught Charlotte 's eye,<BERTRAM:IDcaughtcharlotteseyeID>
puts me in mind of,<BERTRAM:IDputsmeinmindofID>
by the successive books,<BERTRAM:IDbythesuccessivebooksID>
at the sea,<BERTRAM:IDattheseaID>
play the ball,<BERTRAM:IDplaytheballID>
argues the toss,<BERTRAM:IDarguesthetossID>
Under Bernie 's influence,<BERTRAM:IDunderberniesinfluenceID>
poor as a church mouse,<BERTRAM:IDpoorasachurchmouseID>
blow your mind?’,<BERTRAM:IDblowyourmind’ID>
borne in mind,<BERTRAM:IDborneinmindID>
on banked money,<BERTRAM:IDonbankedmoneyID>
in their flesh,<BERTRAM:IDintheirfleshID>
took the rough with the smooth,<BERTRAM:IDtooktheroughwiththesmoothID>
belt and braces’,<BERTRAM:IDbeltandbraces’ID>
pull a face,<BERTRAM:IDpullafaceID>
caught my eye,<BERTRAM:IDcaughtmyeyeID>
on the horns of a dilemma,<BERTRAM:IDonthehornsofadilemmaID>
in his works,<BERTRAM:IDinhisworksID>
hard cheese,<BERTRAM:IDhardcheeseID>
"you scratch my back , and I 'll scratch yours",<BERTRAM:IDyouscratchmybackandillscratchyoursID>
wearing them tight trousers,<BERTRAM:IDwearingthemtighttrousersID>
flies the flag,<BERTRAM:IDfliestheflagID>
look the other way?’,<BERTRAM:IDlooktheotherway’ID>
join Cash Club,<BERTRAM:IDjoincashclubID>
walk the plank,<BERTRAM:IDwalktheplankID>
paying through the nose,<BERTRAM:IDpayingthroughthenoseID>
ride shotgun,<BERTRAM:IDrideshotgunID>
jumping to conclusions,<BERTRAM:IDjumpingtoconclusionsID>
on the next shelf,<BERTRAM:IDonthenextshelfID>
blazing a style trail,<BERTRAM:IDblazingastyletrailID>
off the shelves,<BERTRAM:IDofftheshelvesID>
come badly unstuck,<BERTRAM:IDcomebadlyunstuckID>
run a mile,<BERTRAM:IDrunamileID>
to specialised bones,<BERTRAM:IDtospecialisedbonesID>
tough as old boots’,<BERTRAM:IDtoughasoldboots’ID>
do me the honour,<BERTRAM:IDdomethehonourID>
turn corners,<BERTRAM:IDturncornersID>
holding water,<BERTRAM:IDholdingwaterID>
on shelves,<BERTRAM:IDonshelvesID>
between a rock and a hard place,<BERTRAM:IDbetweenarockandahardplaceID>
on edge,<BERTRAM:IDonedgeID>
paint the town red,<BERTRAM:IDpaintthetownredID>
begs the massive question,<BERTRAM:IDbegsthemassivequestionID>
beg the very question,<BERTRAM:IDbegtheveryquestionID>
on the hoof’,<BERTRAM:IDonthehoof’ID>
crossed the Rubicon,<BERTRAM:IDcrossedtherubiconID>
for donkey 's years,<BERTRAM:IDfordonkeysyearsID>
one of those balmy days,<BERTRAM:IDoneofthosebalmydaysID>
erring on the side of,<BERTRAM:IDerringonthesideofID>
pulling out all the stops,<BERTRAM:IDpullingoutallthestopsID>
erred on the side of,<BERTRAM:IDerredonthesideofID>
break its banks,<BERTRAM:IDbreakitsbanksID>
sign of liberated times,<BERTRAM:IDsignofliberatedtimesID>
hits the road,<BERTRAM:IDhitstheroadID>
broke cover,<BERTRAM:IDbrokecoverID>
heart - to - heart,<BERTRAM:IDhearttoheartID>
in your face,<BERTRAM:IDinyourfaceID>
white hat,<BERTRAM:IDwhitehatID>
ring the bell,<BERTRAM:IDringthebellID>
playing a game,<BERTRAM:IDplayingagameID>
on the limited runs,<BERTRAM:IDonthelimitedrunsID>
Jekyll and Hyde,<BERTRAM:IDjekyllandhydeID>
on two different horizontal levels,<BERTRAM:IDontwodifferenthorizontallevelsID>
in the very long run,<BERTRAM:IDintheverylongrunID>
hit the bottle’,<BERTRAM:IDhitthebottle’ID>
every dirty trick in the book,<BERTRAM:IDeverydirtytrickinthebookID>
small prints,<BERTRAM:IDsmallprintsID>
rule the roost,<BERTRAM:IDruletheroostID>
kiss and make up,<BERTRAM:IDkissandmakeupID>
done the trick,<BERTRAM:IDdonethetrickID>
wiped the floor with,<BERTRAM:IDwipedthefloorwithID>
going places.’,<BERTRAM:IDgoingplaces’ID>
breaks my heart,<BERTRAM:IDbreaksmyheartID>
for good songs,<BERTRAM:IDforgoodsongsID>
stake a claim,<BERTRAM:IDstakeaclaimID>
going to the dogs’,<BERTRAM:IDgoingtothedogs’ID>
tan your hide.’,<BERTRAM:IDtanyourhide’ID>
go under the hammer,<BERTRAM:IDgounderthehammerID>
kept her peace,<BERTRAM:IDkeptherpeaceID>
played into his hands,<BERTRAM:IDplayedintohishandsID>
stake his international claims,<BERTRAM:IDstakehisinternationalclaimsID>
fit that bill,<BERTRAM:IDfitthatbillID>
game was played,<BERTRAM:IDgamewasplayedID>
played ball,<BERTRAM:IDplayedballID>
move heaven and earth,<BERTRAM:IDmoveheavenandearthID>
on the leopard carpet,<BERTRAM:IDontheleopardcarpetID>
caught the barman 's eye,<BERTRAM:IDcaughtthebarmanseyeID>
jump to a conclusion,<BERTRAM:IDjumptoaconclusionID>
on the same money,<BERTRAM:IDonthesamemoneyID>
collect dust,<BERTRAM:IDcollectdustID>
lay very few eggs,<BERTRAM:IDlayveryfeweggsID>
Rounding a bend,<BERTRAM:IDroundingabendID>
give the Cheltenham Festival a miss,<BERTRAM:IDgivethecheltenhamfestivalamissID>
shut the front door quickly on,<BERTRAM:IDshutthefrontdoorquicklyonID>
See its lights,<BERTRAM:IDseeitslightsID>
broken even,<BERTRAM:IDbrokenevenID>
have a ball,<BERTRAM:IDhaveaballID>
digs deep,<BERTRAM:IDdigsdeepID>
rounded yet another bend,<BERTRAM:IDroundedyetanotherbendID>
tempt providence,<BERTRAM:IDtemptprovidenceID>
jockey for position,<BERTRAM:IDjockeyforpositionID>
behind our backs,<BERTRAM:IDbehindourbacksID>
rules the US roost,<BERTRAM:IDrulestheusroostID>
change your tune,<BERTRAM:IDchangeyourtuneID>
on your high horse,<BERTRAM:IDonyourhighhorseID>
turn up trumps,<BERTRAM:IDturnuptrumpsID>
mending fences,<BERTRAM:IDmendingfencesID>
has the ball,<BERTRAM:IDhastheballID>
IN FUTURE GOODY BAG,<BERTRAM:IDinfuturegoodybagID>
making the grade,<BERTRAM:IDmakingthegradeID>
on exactly the same wavelength,<BERTRAM:IDonexactlythesamewavelengthID>
go begging,<BERTRAM:IDgobeggingID>
by children 's books,<BERTRAM:IDbychildrensbooksID>
mum 's the word,<BERTRAM:IDmumsthewordID>
at a loss for the right words,<BERTRAM:IDatalossfortherightwordsID>
pop the question,<BERTRAM:IDpopthequestionID>
steal the show,<BERTRAM:IDstealtheshowID>
in rut,<BERTRAM:IDinrutID>
ride the rails,<BERTRAM:IDridetherailsID>
keeping mum,<BERTRAM:IDkeepingmumID>
carry the can,<BERTRAM:IDcarrythecanID>
for odd songs,<BERTRAM:IDforoddsongsID>
below the belt,<BERTRAM:IDbelowthebeltID>
greasy spoons,<BERTRAM:IDgreasyspoonsID>
falls into place,<BERTRAM:IDfallsintoplaceID>
apple and one orange,<BERTRAM:IDappleandoneorangeID>
walk all over,<BERTRAM:IDwalkalloverID>
Serves him right,<BERTRAM:IDserveshimrightID>
in my political book,<BERTRAM:IDinmypoliticalbookID>
played a long ball,<BERTRAM:IDplayedalongballID>
went by the board,<BERTRAM:IDwentbytheboardID>
waters were muddied,<BERTRAM:IDwatersweremuddiedID>
beyond the pale’,<BERTRAM:IDbeyondthepale’ID>
tilts not at windmills,<BERTRAM:IDtiltsnotatwindmillsID>
"in a "" doom loop",<BERTRAM:IDinadoomloopID>
go hand in hand.’,<BERTRAM:IDgohandinhand’ID>
keeping the peace,<BERTRAM:IDkeepingthepeaceID>
on the money?’,<BERTRAM:IDonthemoney’ID>
flew in the face of,<BERTRAM:IDflewinthefaceofID>
bang for the buck,<BERTRAM:IDbangforthebuckID>
Playing for time,<BERTRAM:IDplayingfortimeID>
pulled the plug,<BERTRAM:IDpulledtheplugID>
Sent packing,<BERTRAM:IDsentpackingID>
standing on ceremony,<BERTRAM:IDstandingonceremonyID>
hear a thing,<BERTRAM:IDhearathingID>
begged the question,<BERTRAM:IDbeggedthequestionID>
sitting duck,<BERTRAM:IDsittingduckID>
dead as doornails,<BERTRAM:IDdeadasdoornailsID>
One good turn deserves another,<BERTRAM:IDonegoodturndeservesanotherID>
rose through the ranks,<BERTRAM:IDrosethroughtheranksID>
let sleeping dogs lie,<BERTRAM:IDletsleepingdogslieID>
tell the universal and timeless tale,<BERTRAM:IDtelltheuniversalandtimelesstaleID>
Up shit creek,<BERTRAM:IDupshitcreekID>
in a waterproof bag,<BERTRAM:IDinawaterproofbagID>
making a move,<BERTRAM:IDmakingamoveID>
stole the show,<BERTRAM:IDstoletheshowID>
run an endless gauntlet,<BERTRAM:IDrunanendlessgauntletID>
for such songs,<BERTRAM:IDforsuchsongsID>
sling your hook,<BERTRAM:IDslingyourhookID>
on only one game,<BERTRAM:IDononlyonegameID>
takes the mickey,<BERTRAM:IDtakesthemickeyID>
with open and welcoming arms,<BERTRAM:IDwithopenandwelcomingarmsID>
"rings the "" bell",<BERTRAM:IDringsthebellID>
"joined at the hip,’",<BERTRAM:IDjoinedatthehip’ID>
under the hot sun,<BERTRAM:IDunderthehotsunID>
alive and kicking,<BERTRAM:IDaliveandkickingID>
staked whole new claims,<BERTRAM:IDstakedwholenewclaimsID>
reaching for the stars,<BERTRAM:IDreachingforthestarsID>
going places,<BERTRAM:IDgoingplacesID>
hit a nerve,<BERTRAM:IDhitanerveID>
fall into second place,<BERTRAM:IDfallintosecondplaceID>
to the nth degree,<BERTRAM:IDtothenthdegreeID>
played right into Alain 's hands,<BERTRAM:IDplayedrightintoalainshandsID>
from pillar to post,<BERTRAM:IDfrompillartopostID>
behind a locking bar,<BERTRAM:IDbehindalockingbarID>
go for his jugular,<BERTRAM:IDgoforhisjugularID>
ringing her little anklet bells,<BERTRAM:IDringingherlittleankletbellsID>
walks free,<BERTRAM:IDwalksfreeID>
lose your shirts,<BERTRAM:IDloseyourshirtsID>
turn this table,<BERTRAM:IDturnthistableID>
on the incoming ball,<BERTRAM:IDontheincomingballID>
Over my dead body,<BERTRAM:IDovermydeadbodyID>
coming to grips at last with,<BERTRAM:IDcomingtogripsatlastwithID>
pulls a face,<BERTRAM:IDpullsafaceID>
tells the wife 's tale,<BERTRAM:IDtellsthewifestaleID>
turns a corner,<BERTRAM:IDturnsacornerID>
on wet rock,<BERTRAM:IDonwetrockID>
crash and burn,<BERTRAM:IDcrashandburnID>
under a thick cloud,<BERTRAM:IDunderathickcloudID>
break her heart,<BERTRAM:IDbreakherheartID>
joined a computer club,<BERTRAM:IDjoinedacomputerclubID>
taking the piss.’,<BERTRAM:IDtakingthepiss’ID>
pulling a disgruntled face,<BERTRAM:IDpullingadisgruntledfaceID>
eat you alive,<BERTRAM:IDeatyoualiveID>
see that star,<BERTRAM:IDseethatstarID>
giving their pursuers the slip,<BERTRAM:IDgivingtheirpursuerstheslipID>
get a mo a move on,<BERTRAM:IDgetamoamoveonID>
had the last laugh,<BERTRAM:IDhadthelastlaughID>
gets stuck in,<BERTRAM:IDgetsstuckinID>
took another bath,<BERTRAM:IDtookanotherbathID>
My hand was forced,<BERTRAM:IDmyhandwasforcedID>
gets on Mum 's nerves,<BERTRAM:IDgetsonmumsnervesID>
round the bend!’,<BERTRAM:IDroundthebend’ID>
fly so flagrantly in the face of,<BERTRAM:IDflysoflagrantlyinthefaceofID>
headed due south,<BERTRAM:IDheadedduesouthID>
in my pockets,<BERTRAM:IDinmypocketsID>
get briefly lost,<BERTRAM:IDgetbrieflylostID>
rock the political boat,<BERTRAM:IDrockthepoliticalboatID>
At each crossroads,<BERTRAM:IDateachcrossroadsID>
under a cloud.’,<BERTRAM:IDunderacloud’ID>
giving her the eye,<BERTRAM:IDgivinghertheeyeID>
you pay your money and you take your choice,<BERTRAM:IDyoupayyourmoneyandyoutakeyourchoiceID>
takes to task those African - American feminists,<BERTRAM:IDtakestotaskthoseafricanamericanfeministsID>
with the causer 's will,<BERTRAM:IDwiththecauserswillID>
hacked it,<BERTRAM:IDhackeditID>
off the cabin wall,<BERTRAM:IDoffthecabinwallID>
losing face,<BERTRAM:IDlosingfaceID>
at sixes and sevens.’,<BERTRAM:IDatsixesandsevens’ID>
in a business,<BERTRAM:IDinabusinessID>
on its seagirt rock,<BERTRAM:IDonitsseagirtrockID>
have your work cut out,<BERTRAM:IDhaveyourworkcutoutID>
hot and bothered,<BERTRAM:IDhotandbotheredID>
"take a powder,’",<BERTRAM:IDtakeapowder’ID>
in the soup,<BERTRAM:IDinthesoupID>
till the cows come home,<BERTRAM:IDtillthecowscomehomeID>
every nook and cranny,<BERTRAM:IDeverynookandcrannyID>
all over shop,<BERTRAM:IDallovershopID>
everything - but - the - kitchen - sink,<BERTRAM:IDeverythingbutthekitchensinkID>
flies in the face of,<BERTRAM:IDfliesinthefaceofID>
gets to the bottom of,<BERTRAM:IDgetstothebottomofID>
fight shy of,<BERTRAM:IDfightshyofID>
loses the plot,<BERTRAM:IDlosestheplotID>
on the western edge,<BERTRAM:IDonthewesternedgeID>
bang for a buck,<BERTRAM:IDbangforabuckID>
play a winning game,<BERTRAM:IDplayawinninggameID>
make a killing’,<BERTRAM:IDmakeakilling’ID>
hangs by a thread,<BERTRAM:IDhangsbyathreadID>
slip through the net,<BERTRAM:IDslipthroughthenetID>
follow in the great man 's footsteps,<BERTRAM:IDfollowinthegreatmansfootstepsID>
facing the music,<BERTRAM:IDfacingthemusicID>
too clever by half,<BERTRAM:IDtoocleverbyhalfID>
better the devil you know,<BERTRAM:IDbetterthedevilyouknowID>
take him for a ride,<BERTRAM:IDtakehimforarideID>
in both soup,<BERTRAM:IDinbothsoupID>
nothing doing,<BERTRAM:IDnothingdoingID>
floodgates to total permissiveness were opened,<BERTRAM:IDfloodgatestototalpermissivenesswereopenedID>
with lovely views to,<BERTRAM:IDwithlovelyviewstoID>
looked the part,<BERTRAM:IDlookedthepartID>
doing that nasty trick,<BERTRAM:IDdoingthatnastytrickID>
in the sticks,<BERTRAM:IDinthesticksID>
getting on my wick,<BERTRAM:IDgettingonmywickID>
Having it both ways,<BERTRAM:IDhavingitbothwaysID>
"picks up the tab,’",<BERTRAM:IDpicksupthetab’ID>
in the docks,<BERTRAM:IDinthedocksID>
play games,<BERTRAM:IDplaygamesID>
picking up a piece,<BERTRAM:IDpickingupapieceID>
Make light work of,<BERTRAM:IDmakelightworkofID>
make a killing,<BERTRAM:IDmakeakillingID>
there 's the rub,<BERTRAM:IDtherestherubID>
your blessings’,<BERTRAM:IDyourblessings’ID>
fighting tooth and nail’,<BERTRAM:IDfightingtoothandnail’ID>
on their bread cards,<BERTRAM:IDontheirbreadcardsID>
long in the tooth,<BERTRAM:IDlonginthetoothID>
got off the ground,<BERTRAM:IDgotoffthegroundID>
did me the honour,<BERTRAM:IDdidmethehonourID>
crossing swords,<BERTRAM:IDcrossingswordsID>
fall off the back of a lorry,<BERTRAM:IDfalloffthebackofalorryID>
